driver,lap,time
30,24,1:31.669
16,24,1:31.674
814,24,1:31.711
3,24,1:31.734
808,24,1:31.765
815,24,1:32.351
155,24,1:32.467
67,24,1:32.631
5,24,1:32.660
816,24,1:33.847
24,24,1:34.560
153,24,1:35.541
10,24,1:35.754
39,24,1:37.410
1,24,1:45.362
22,24,1:48.174
1,25,1:27.841
20,25,1:28.511
17,25,1:29.306
4,25,1:29.332
13,25,1:29.942
18,25,1:30.013
813,25,1:30.208
22,25,1:30.263
2,25,1:31.304
814,25,1:31.608
15,25,1:31.678
30,25,1:32.320
3,25,1:32.333
815,25,1:32.464
16,25,1:32.490
808,25,1:32.712
816,25,1:33.976
10,25,1:34.068
5,25,1:34.460
67,25,1:35.502
24,25,1:36.364
39,25,1:36.444
155,25,1:37.319
153,25,1:47.716
1,26,1:28.047
20,26,1:28.544
13,26,1:29.386
4,26,1:29.538
153,26,1:29.724
17,26,1:29.728
2,26,1:29.786
18,26,1:29.935
22,26,1:30.224
813,26,1:30.804
814,26,1:31.334
15,26,1:32.111
815,26,1:32.484
16,26,1:32.805
3,26,1:32.891
5,26,1:32.918
10,26,1:33.257
30,26,1:33.631
816,26,1:35.115
808,26,1:35.302
24,26,1:35.577
39,26,1:38.002
155,26,1:47.742
67,26,1:52.156
1,27,1:28.150
20,27,1:28.447
17,27,1:29.478
2,27,1:29.499
13,27,1:29.518
4,27,1:29.543
155,27,1:29.741
67,27,1:30.049
18,27,1:30.050
22,27,1:30.302
153,27,1:31.464
813,27,1:31.655
814,27,1:31.839
16,27,1:31.943
15,27,1:32.266
815,27,1:32.684
10,27,1:33.609
5,27,1:34.048
3,27,1:35.206
24,27,1:35.601
816,27,1:37.268
39,27,1:40.526
30,27,1:47.167
808,27,1:51.842
1,28,1:27.706
20,28,1:28.394
808,28,1:29.634
17,28,1:29.806
4,28,1:29.828
155,28,1:29.860
13,28,1:29.964
22,28,1:30.116
2,28,1:30.124
18,28,1:30.221
153,28,1:30.501
30,28,1:30.838
813,28,1:31.593
67,28,1:31.987
814,28,1:32.219
16,28,1:33.101
815,28,1:33.368
15,28,1:34.446
816,28,1:34.493
10,28,1:34.519
24,28,1:35.262
5,28,1:37.716
39,28,1:43.390
3,28,1:46.678
1,29,1:28.090
20,29,1:28.824
155,29,1:28.911
18,29,1:30.188
808,29,1:30.318
22,29,1:30.416
813,29,1:30.464
30,29,1:30.804
13,29,1:30.917
3,29,1:31.725
67,29,1:31.859
814,29,1:31.941
153,29,1:32.260
17,29,1:32.309
4,29,1:32.309
16,29,1:33.850
10,29,1:33.902
2,29,1:33.926
816,29,1:35.470
15,29,1:35.725
815,29,1:37.626
5,29,1:48.818
39,29,1:59.895
3,30,1:29.596
20,30,1:29.704
1,30,1:29.879
153,30,1:30.157
155,30,1:30.333
13,30,1:30.396
30,30,1:30.428
67,30,1:30.537
813,30,1:30.554
808,30,1:30.659
22,30,1:30.681
5,30,1:31.679
2,30,1:32.605
814,30,1:32.997
18,30,1:33.425
39,30,1:34.776
10,30,1:34.787
816,30,1:34.993
16,30,1:36.485
815,30,1:46.339
17,30,1:48.174
4,30,1:48.274
15,30,1:50.819
1,31,1:28.459
815,31,1:28.462
20,31,1:28.998
2,31,1:29.433
3,31,1:29.705
13,31,1:30.259
17,31,1:30.346
67,31,1:30.357
4,31,1:30.417
813,31,1:30.544
30,31,1:30.573
808,31,1:30.605
22,31,1:30.846
5,31,1:30.889
155,31,1:31.041
15,31,1:31.090
814,31,1:32.770
39,31,1:33.861
153,31,1:34.039
10,31,1:34.605
816,31,1:38.919
18,31,1:46.938
16,31,1:48.603
815,32,1:28.313
18,32,1:28.490
20,32,1:29.161
155,32,1:29.453
1,32,1:29.610
2,32,1:29.800
3,32,1:29.958
30,32,1:30.241
17,32,1:30.410
4,32,1:30.511
16,32,1:30.669
153,32,1:30.706
13,32,1:30.910
67,32,1:30.932
22,32,1:31.041
813,32,1:31.057
808,32,1:31.546
5,32,1:32.322
15,32,1:32.500
10,32,1:33.458
39,32,1:33.639
816,32,1:36.472
814,32,1:37.279
815,33,1:28.406
18,33,1:28.995
1,33,1:29.338
3,33,1:29.671
30,33,1:30.058
808,33,1:30.125
20,33,1:30.247
16,33,1:30.347
155,33,1:30.423
2,33,1:30.507
5,33,1:30.716
813,33,1:30.761
15,33,1:30.988
13,33,1:31.048
153,33,1:31.117
4,33,1:31.255
22,33,1:31.463
17,33,1:31.480
39,33,1:32.848
10,33,1:34.443
67,33,1:34.728
816,33,1:36.668
814,33,1:47.136
815,34,1:28.830
18,34,1:28.887
3,34,1:29.155
155,34,1:29.428
30,34,1:29.463
814,34,1:29.596
1,34,1:30.054
808,34,1:30.196
2,34,1:30.493
67,34,1:30.570
16,34,1:30.599
5,34,1:30.618
15,34,1:30.783
13,34,1:30.867
813,34,1:30.956
4,34,1:31.092
17,34,1:31.252
153,34,1:31.433
22,34,1:32.040
20,34,1:32.572
10,34,1:33.311
39,34,1:34.534
816,34,1:39.672
815,35,1:28.765
3,35,1:29.323
18,35,1:29.349
808,35,1:29.592
155,35,1:29.707
30,35,1:30.197
814,35,1:30.203
4,35,1:30.364
16,35,1:30.541
67,35,1:30.573
17,35,1:30.655
5,35,1:30.751
15,35,1:31.138
2,35,1:31.500
153,35,1:31.780
13,35,1:31.879
813,35,1:32.082
1,35,1:32.869
10,35,1:33.519
22,35,1:34.100
39,35,1:37.005
20,35,1:46.533
816,35,1:55.073
20,36,1:28.563
18,36,1:28.991
155,36,1:29.553
3,36,1:29.622
16,36,1:30.061
30,36,1:30.717
15,36,1:30.816
67,36,1:30.974
808,36,1:31.077
17,36,1:31.215
4,36,1:31.462
5,36,1:31.471
815,36,1:31.954
814,36,1:32.186
816,36,1:32.549
2,36,1:33.604
10,36,1:34.194
39,36,1:34.523
813,36,1:34.636
13,36,1:34.786
153,36,1:37.303
1,36,1:46.276
22,36,1:49.967
1,37,1:28.458
18,37,1:28.658
20,37,1:28.689
16,37,1:29.908
815,37,1:30.030
814,37,1:30.083
30,37,1:30.428
3,37,1:30.433
17,37,1:30.556
155,37,1:30.569
4,37,1:30.712
808,37,1:30.727
67,37,1:30.771
5,37,1:31.305
22,37,1:31.595
816,37,1:32.796
15,37,1:32.934
10,37,1:34.848
39,37,1:34.896
2,37,1:48.332
153,37,1:48.906
13,37,1:50.369
813,37,1:50.433
2,38,1:27.915
1,38,1:28.371
20,38,1:28.562
18,38,1:29.106
155,38,1:29.555
30,38,1:29.923
814,38,1:30.028
813,38,1:30.249
815,38,1:30.352
3,38,1:30.361
808,38,1:30.390
17,38,1:30.475
4,38,1:30.601
16,38,1:31.064
67,38,1:31.065
15,38,1:31.223
22,38,1:31.559
5,38,1:31.689
153,38,1:31.904
816,38,1:32.827
13,38,1:34.224
39,38,1:35.721
10,38,1:38.092
2,39,1:28.282
1,39,1:28.343
20,39,1:28.865
18,39,1:29.168
155,39,1:30.027
16,39,1:30.074
814,39,1:30.140
17,39,1:30.426
13,39,1:30.593
813,39,1:30.749
808,39,1:31.013
3,39,1:31.210
815,39,1:31.246
22,39,1:31.456
153,39,1:31.457
67,39,1:31.713
30,39,1:31.798
5,39,1:32.251
15,39,1:32.797
4,39,1:32.837
816,39,1:32.975
39,39,1:33.732
10,39,1:58.160
17,40,1:28.657
1,40,1:28.705
18,40,1:28.913
20,40,1:28.953
2,40,1:29.662
155,40,1:29.829
16,40,1:30.149
813,40,1:30.376
13,40,1:30.635
30,40,1:30.965
815,40,1:30.979
22,40,1:31.262
808,40,1:31.330
67,40,1:31.390
3,40,1:31.556
10,40,1:31.635
15,40,1:31.876
814,40,1:32.269
816,40,1:33.033
5,40,1:33.087
153,40,1:33.584
39,40,1:36.245
4,40,1:47.534
1,41,1:28.516
2,41,1:28.529
20,41,1:28.802
18,41,1:29.045
17,41,1:29.789
815,41,1:30.093
155,41,1:30.207
814,41,1:30.238
13,41,1:30.438
3,41,1:30.501
4,41,1:30.526
153,41,1:30.991
813,41,1:31.688
22,41,1:31.786
10,41,1:32.350
16,41,1:32.513
30,41,1:32.641
15,41,1:32.643
816,41,1:32.677
808,41,1:33.849
67,41,1:33.954
39,41,1:37.364
5,41,1:37.836
20,42,1:28.193
1,42,1:28.210
2,42,1:28.712
18,42,1:28.735
17,42,1:29.363
814,42,1:29.469
4,42,1:29.989
815,42,1:30.126
16,42,1:30.146
813,42,1:30.576
155,42,1:30.584
22,42,1:30.810
13,42,1:31.057
153,42,1:31.184
15,42,1:31.590
10,42,1:31.865
816,42,1:32.933
3,42,1:32.936
39,42,1:36.971
67,42,1:37.423
30,42,1:47.165
808,42,1:51.199
5,42,1:51.376
20,43,1:27.933
2,43,1:28.019
1,43,1:28.072
17,43,1:28.830
18,43,1:28.830
30,43,1:29.572
814,43,1:29.734
4,43,1:29.817
815,43,1:29.882
16,43,1:30.319
808,43,1:30.739
5,43,1:30.747
22,43,1:30.807
10,43,1:31.717
153,43,1:32.177
155,43,1:32.212
813,43,1:32.280
13,43,1:32.775
816,43,1:32.929
15,43,1:34.702
39,43,1:36.142
3,43,1:47.254
67,43,1:51.010
2,44,1:28.581
20,44,1:28.987
18,44,1:29.028
1,44,1:29.434
3,44,1:29.608
17,44,1:29.795
30,44,1:29.818
4,44,1:29.977
814,44,1:30.310
67,44,1:30.314
16,44,1:30.610
815,44,1:30.745
153,44,1:31.004
813,44,1:31.025
22,44,1:31.118
808,44,1:31.270
13,44,1:31.396
10,44,1:31.667
5,44,1:32.063
816,44,1:32.983
155,44,1:34.533
39,44,1:36.358
15,44,1:52.849
1,45,1:27.497
20,45,1:28.007
18,45,1:29.168
17,45,1:29.724
3,45,1:29.763
2,45,1:29.902
814,45,1:29.958
815,45,1:30.047
30,45,1:30.228
4,45,1:30.299
67,45,1:30.378
813,45,1:30.598
13,45,1:30.644
16,45,1:30.931
153,45,1:30.995
22,45,1:31.799
10,45,1:32.038
808,45,1:32.181
15,45,1:32.233
816,45,1:32.938
39,45,1:36.294
5,45,1:37.618
155,45,1:47.963
155,46,1:27.636
1,46,1:27.827
20,46,1:28.087
2,46,1:29.042
18,46,1:29.279
17,46,1:30.071
4,46,1:30.106
814,46,1:30.227
30,46,1:30.367
67,46,1:30.545
815,46,1:30.661
813,46,1:30.717
13,46,1:30.727
808,46,1:30.830
153,46,1:31.828
22,46,1:32.340
15,46,1:32.426
816,46,1:32.692
3,46,1:32.848
16,46,1:32.981
10,46,1:33.228
5,46,1:33.747
39,46,1:37.852
20,47,1:28.177
1,47,1:28.268
155,47,1:28.314
2,47,1:29.479
18,47,1:29.930
4,47,1:30.064
3,47,1:30.120
67,47,1:30.308
814,47,1:30.440
13,47,1:30.814
813,47,1:30.823
153,47,1:30.936
808,47,1:30.993
22,47,1:31.190
16,47,1:31.226
5,47,1:31.651
30,47,1:31.740
15,47,1:31.867
10,47,1:32.079
17,47,1:32.310
816,47,1:32.764
815,47,1:34.550
39,47,1:43.332
155,48,1:28.435
1,48,1:29.217
3,48,1:29.839
813,48,1:30.321
2,48,1:30.437
4,48,1:30.642
808,48,1:30.830
814,48,1:30.862
30,48,1:30.980
13,48,1:31.023
20,48,1:31.072
22,48,1:31.375
5,48,1:31.392
153,48,1:31.394
67,48,1:31.458
15,48,1:31.974
18,48,1:32.247
10,48,1:32.350
816,48,1:33.451
16,48,1:34.405
17,48,1:44.453
815,48,1:46.747
39,48,1:56.984
17,49,1:27.461
155,49,1:27.713
815,49,1:27.840
3,49,1:29.797
30,49,1:29.821
1,49,1:30.037
2,49,1:30.117
813,49,1:30.524
4,49,1:30.557
808,49,1:30.575
13,49,1:30.614
67,49,1:31.759
22,49,1:32.214
814,49,1:32.650
153,49,1:32.806
15,49,1:33.557
10,49,1:35.229
816,49,1:36.166
39,49,1:40.289
20,49,1:44.905
18,49,1:45.467
16,49,1:50.997
17,50,1:27.187
20,50,1:27.774
815,50,1:27.889
155,50,1:27.947
18,50,1:28.814
16,50,1:30.024
3,50,1:30.123
30,50,1:30.272
808,50,1:30.676
4,50,1:31.085
67,50,1:31.437
813,50,1:31.492
814,50,1:31.558
22,50,1:31.863
10,50,1:32.624
2,50,1:33.128
13,50,1:33.359
15,50,1:33.815
153,50,1:34.318
39,50,1:39.056
1,50,1:45.301
816,50,1:54.953
20,51,1:27.456
17,51,1:27.519
1,51,1:27.881
18,51,1:27.920
815,51,1:28.137
155,51,1:29.386
16,51,1:30.252
3,51,1:30.297
4,51,1:30.615
30,51,1:30.616
67,51,1:30.638
808,51,1:30.769
13,51,1:30.834
813,51,1:30.931
22,51,1:31.947
10,51,1:32.693
15,51,1:32.776
816,51,1:33.378
814,51,1:34.555
39,51,1:34.902
2,51,1:45.392
153,51,1:49.167
1,52,1:26.727
17,52,1:27.187
155,52,1:27.615
20,52,1:27.839
18,52,1:27.892
815,52,1:28.178
16,52,1:28.791
153,52,1:29.132
2,52,1:29.301
30,52,1:30.021
4,52,1:30.523
3,52,1:30.591
67,52,1:30.646
13,52,1:30.718
808,52,1:31.338
10,52,1:32.102
22,52,1:32.256
15,52,1:32.334
813,52,1:33.575
39,52,1:35.230
816,52,1:37.241
814,52,1:50.047
1,53,1:26.911
20,53,1:27.215
2,53,1:27.367
155,53,1:28.172
17,53,1:28.386
18,53,1:28.639
815,53,1:29.417
16,53,1:29.588
3,53,1:29.887
30,53,1:29.953
153,53,1:30.351
814,53,1:30.623
808,53,1:30.626
13,53,1:30.888
67,53,1:30.889
4,53,1:31.456
22,53,1:32.397
816,53,1:33.113
813,53,1:35.210
10,53,1:35.424
39,53,1:36.604
15,53,1:37.051
1,54,1:27.386
20,54,1:27.639
18,54,1:28.013
17,54,1:28.104
2,54,1:28.349
155,54,1:29.264
814,54,1:29.552
16,54,1:29.615
153,54,1:29.618
4,54,1:30.208
67,54,1:30.286
815,54,1:30.571
808,54,1:30.641
13,54,1:31.064
30,54,1:32.203
15,54,1:32.833
3,54,1:32.910
816,54,1:34.230
22,54,1:34.907
39,54,1:37.627
813,54,1:48.760
10,54,1:53.990
815,55,1:27.247
17,55,1:27.703
18,55,1:27.978
2,55,1:27.999
1,55,1:28.058
20,55,1:28.207
16,55,1:28.844
155,55,1:29.104
153,55,1:29.436
813,55,1:29.883
30,55,1:30.225
13,55,1:30.296
4,55,1:30.475
814,55,1:30.550
67,55,1:30.578
3,55,1:30.652
808,55,1:31.677
15,55,1:33.328
816,55,1:33.401
39,55,1:34.123
10,55,1:34.413
22,55,1:47.214
22,56,1:27.222
2,56,1:27.385
17,56,1:27.670
20,56,1:27.871
1,56,1:27.879
18,56,1:28.015
815,56,1:28.259
16,56,1:29.125
153,56,1:29.549
3,56,1:29.670
813,56,1:29.682
30,56,1:30.065
4,56,1:30.248
814,56,1:30.434
67,56,1:30.867
13,56,1:30.966
155,56,1:31.855
10,56,1:31.902
15,56,1:32.579
808,56,1:32.649
39,56,1:34.169
816,56,1:34.817
2,57,1:27.184
1,57,1:27.548
20,57,1:27.557
17,57,1:28.162
815,57,1:28.385
18,57,1:28.612
22,57,1:28.652
16,57,1:29.092
153,57,1:29.348
3,57,1:29.417
30,57,1:29.804
813,57,1:29.868
4,57,1:30.531
814,57,1:30.643
67,57,1:30.839
155,57,1:31.044
13,57,1:31.103
15,57,1:31.784
808,57,1:33.144
816,57,1:33.295
39,57,1:34.574
10,57,1:34.935
1,58,1:27.422
20,58,1:27.435
18,58,1:27.657
22,58,1:27.808
2,58,1:28.035
17,58,1:28.438
155,58,1:28.672
16,58,1:29.001
153,58,1:29.477
815,58,1:29.522
813,58,1:29.922
30,58,1:30.236
4,58,1:30.362
814,58,1:30.469
3,58,1:30.549
808,58,1:30.729
67,58,1:31.215
15,58,1:32.081
13,58,1:32.777
816,58,1:33.693
10,58,1:33.882
39,58,1:34.454
17,59,1:27.452
20,59,1:27.474
22,59,1:27.629
18,59,1:27.631
1,59,1:27.655
155,59,1:28.499
2,59,1:28.945
16,59,1:29.220
153,59,1:29.286
815,59,1:29.353
3,59,1:29.817
813,59,1:29.921
67,59,1:30.295
4,59,1:30.581
808,59,1:30.583
30,59,1:30.661
814,59,1:31.399
10,59,1:33.410
816,59,1:33.884
15,59,1:35.228
39,59,1:36.037
22,60,1:26.891
20,60,1:27.162
2,60,1:27.181
1,60,1:27.185
17,60,1:27.554
18,60,1:27.878
16,60,1:28.860
155,60,1:28.950
153,60,1:29.453
3,60,1:29.564
30,60,1:29.672
813,60,1:29.759
815,60,1:30.354
814,60,1:30.398
4,60,1:30.491
67,60,1:30.599
808,60,1:31.196
15,60,1:33.392
816,60,1:33.913
10,60,1:35.358
39,60,1:35.563
2,61,1:26.958
1,61,1:27.167
20,61,1:27.205
22,61,1:27.991
