driver,lap,time
816,22,1:35.573
816,23,1:33.887
816,24,1:33.847
816,25,1:33.976
816,26,1:35.115
816,27,1:37.268
816,28,1:34.493
816,29,1:35.470
816,30,1:34.993
816,31,1:38.919
816,32,1:36.472
816,33,1:36.668
816,34,1:39.672
816,35,1:55.073
816,36,1:32.549
816,37,1:32.796
816,38,1:32.827
816,39,1:32.975
816,40,1:33.033
816,41,1:32.677
816,42,1:32.933
816,43,1:32.929
816,44,1:32.983
816,45,1:32.938
816,46,1:32.692
816,47,1:32.764
816,48,1:33.451
816,49,1:36.166
816,50,1:54.953
816,51,1:33.378
816,52,1:37.241
816,53,1:33.113
816,54,1:34.230
816,55,1:33.401
816,56,1:34.817
816,57,1:33.295
816,58,1:33.693
816,59,1:33.884
816,60,1:33.913
816,61,1:37.625
816,62,1:34.679
155,1,1:57.590
155,2,1:55.192
155,3,1:32.575
155,4,1:32.592
155,5,1:32.490
155,6,1:32.564
155,7,1:32.812
155,8,1:32.433
155,9,1:32.532
155,10,1:32.775
155,11,1:33.583
155,12,1:33.735
155,13,1:34.279
155,14,1:32.879
155,15,1:33.193
155,16,1:32.285
155,17,1:32.338
155,18,1:32.669
155,19,1:33.402
155,20,1:32.705
155,21,1:33.326
155,22,1:32.576
155,23,1:32.519
155,24,1:32.467
155,25,1:37.319
155,26,1:47.742
155,27,1:29.741
155,28,1:29.860
155,29,1:28.911
155,30,1:30.333
155,31,1:31.041
155,32,1:29.453
155,33,1:30.423
155,34,1:29.428
155,35,1:29.707
155,36,1:29.553
155,37,1:30.569
155,38,1:29.555
155,39,1:30.027
155,40,1:29.829
155,41,1:30.207
155,42,1:30.584
155,43,1:32.212
155,44,1:34.533
155,45,1:47.963
155,46,1:27.636
155,47,1:28.314
155,48,1:28.435
155,49,1:27.713
155,50,1:27.947
155,51,1:29.386
155,52,1:27.615
155,53,1:28.172
155,54,1:29.264
155,55,1:29.104
155,56,1:31.855
155,57,1:31.044
155,58,1:28.672
155,59,1:28.499
155,60,1:28.950
155,61,1:30.118
155,62,1:29.620
155,63,1:29.689
155,64,1:30.192
155,65,1:31.597
